Locus_Name	Alias_Name	Description	Gene_Product	Phenotype	ORF_Name	SGDID
RIM4		Regulator of IMe2 expression	RNA-binding protein of the RRM class (putative)	Null mutant is viable. Homozygous null diploid fails to sporulate, does not form meiosis I or II spindles, and exhibits reduced expression of early and middle sporulation-specific genes. Null mutant is suppressed by hyperactive Ime2p derivative, but not by overexpression IME1	YHL024W	S0001016
RIM8	PAL3	Regulator of IME2 (RIM) <br>Involved in proteolytic processing of Rim1p		Mutant shows reduced expression of IME1, defect in Rim1p C-terminal proteolytic processing, reduced sporulation, slow growth at 17 degrees, and a smooth colony morphology; RIM1, RIM8, RIM9, and RIM13 acti in a single pathway, functioning in parallel to MCK1 by epistasis analysis	YGL045W	S0003013
RIM9		Regulator of IME2 (RIM)<br> required for IME1 expression		Null mutant is viable but displays reduced sporulation (due to defect in proteolytic processing of Rim101p) and smooth colony morphology; haploid grows slowly at low temperature and is defective in invasive growth; RIM101, 8,9 and 13 act in a single pathway (RIM101 pathway) functioning in parallel to MCK1 by epistasis analysis	YMR063W	S0004667
RIO1	RRP10	Essential in yeast; plays a role in cell cycle progression.	Protein serine kinase	Null mutant is inviable. Cells deprived of Rio1p are enlarged; arrest either in G1 or in mitosis mainly with the DNA at the bud neck and short spindles.	YOR119C	S0005645
RIO2		Protein required for cell viability			YNL207W	S0005151
RIP1		oxidizes ubiquinol at center P in the protonmotive Q cycle mechanism, transferring one electron to cytochrome c1 and generating a low-potential ubisemiquinone anion which reduces the low-potential cytochrome b-566 heme group	Rieske iron-sulfur protein of the mitochondrial cytochrome bc1 complex	Null mutant is viable, unable to grow on nonfermentable carbon sources	YEL024W	S0000750
RIS1	DIS1	Role in silencing	SWI2/SNF2 DNA-dependent ATPase family member (putative)	Null mutant is viable but shows slower mating type switching; interferes with silencing when overexpressed	YOR191W	S0005717
RIT1		Modifies initiator methionine tRNA to distinguish it from elongator methionine tRNA	initiator methionine tRNA 2'-O-ribosyl phosphate transferase	Abolishes requirement for elongator methionine tRNA	YMR283C	S0004896
RKI1		Ribose-5-phosphate ketol-isomerase	ribose-5-phosphate ketol-isomerase	Null mutant is inviable	YOR095C	S0005621
RLF2	CAC1	Chromatin Assembly Complex, subunit 1: largest (p90) subunit of three-subunit protein complex (yeast CAF-I) involved in DNA-replication-linked nucleosome assembly. Homol. to p150 subunit human Chromatin Assembly Factor-I (CAF-I)	chromatin assembly factor-I (CAF-I) p90 subunit	Null mutant is viable, sensitive to UV radiation. Rap1 localization is disrupted and silencing of genes adjacent to telomeric DNA is decreased in rfl2 mutants.	YPR018W	S0006222
RLI1		Strong protein homology (68% identical) to human RNase L Inhibitor (RLI). Required for vegetative growth and early sporulation.	ATP-binding cassette (ABC) superfamily nontransporter group (putative)	Null mutant is inviable; overexpression of RLI1 from a galactose-inducible promoter has a moderate inhibitory effect on growth.	YDR091C	S0002498
RLM1		serum response factor-like protein that may function downstream of MPK1 (SLT2) MAP-kinase pathway		Null mutant is viable but shows caffeine sensitivity	YPL089C	S0006010
RLP24		Ribosomal Like Protein 24	part of a pre-60S complex	Null: lethal. Other phenotypes: A gal1::rlp24 mutant shows a 60S maturation defect under glucose repressive conditions..	YLR009W	S0003999
RLP7	RPL7	Significant sequence similarity to RPL7B, but neither can functionally replace the other. Does not correspond to any ribosomal component identified so far, based on its biochemical features		Null mutant is inviable<br> required for an early step in large ribosomal subunit biogenesis	YNL002C	S0004947
RLR1	THO2|ZRG13	Required for LacZ RNA expression from certain plasmids; suppressor of the Transcriptional (T) defect of Hpr1 (H) by Overexpression (O); plays a role in transcription elongation by RNA polymerase II		Null mutant is viable but shows poor growth and a temperature-sensitive phenotype.Increased frequencies of recombination between direct repeats (>1000-fold above wild-type levels) that is linked to transcriptional elongation defects. General defects in RNA polII transcription. Incapacity to transcribe lacZ. Overexpression of RLR1 suppresses the ts phenotype and the incapacity to transcribe lacZ sequences of hpr1-delta mutants	YNL139C	S0005083
RMA1		probable folyl-polyglutamate synthetase			YKL132C	S0001615
RMD1		Required for Meiotic Division		Null: Null mutant is blocked for nuclear division and sporulation	YDL001W	S0002159
RMD11		Required for Meiotic nuclear Division		Null mutant is required for meiotic nuclear division and sporulation, but not IME1 induction	YHL023C	S0001015
RMD12		Required for Meiotic nuclear Division		Null: Required for meiotic nuclear division and sporulation, but not IME1 induction	YHR067W	S0001109
RMD5		Required for Meiotic nuclear Division		Null: Required for meiotic nuclear division and sporulation but not IME1 induction	YDR255C	S0002663
RMD6		Required for Meiotic nuclear Division		Null: Required for meiotic nuclear division and sporulation but not IME1 induction	YEL072W	S0000798
RMD7		Required for Meiotic nuclear Division		Null: Required for meiotic nuclear division and sporulation but not IME1 induction	YER083C	S0000885
RMD8		Required for Meiotic nuclear Division		Null: Required for meiotic nuclear division and sporulation	YFR048W	S0001944
RMD9		Required for Meiotic nuclear Division		Null: Required for meiotic nuclear division and sporulation	YGL107C	S0003075
RME1	CSP1	mediates cell type control of sporulation; negatively regulates IME1 and sporulation	negative regulator of meiosis; directly repressed by a1-alpha 2 regulator|zinc finger protein	Null mutant is viable, rme1 allows alpha/alpha and a/a diploids to sporulate, and a and alpha haploids to form viable spores in the presence of spo13	YGR044C	S0003276
RML2		mitochondrial ribosomal protein L2 of the large subunit	mitochondrial ribosomal protein L2 of the large subunit	Null mutant is viable but is respiration-deficient and converts to rho- cytoplasmic petites	YEL050C	S0000776
RMS1		Transcription regulator		null mutant is viable with no apparent defects	YDR257C	S0002665
RMT2		Protein Arginine Methyltransferase; R = arginine; MT = methyltransferase	arginine methyltransferase	Null mutant is viable	YDR465C	S0002873
RNA1		Protein involved in RNA processing and export from nucleus	GTPase activating protein (GAP) for Gsp1p	inviable, RNA synthesis defective	YMR235C	S0004848
RNA14		Protein with a role in mRNA stability and/or poly(A) tail length	cleavage and polyadenylation factor CF I component involved in pre-mRNA 3'-end processing	Null mutant is inviable	YMR061W	S0004665
RNA15		Protein with a role in mRNA stability and/or poly(A) tail length	cleavage and polyadenylation factor CF I component involved in pre-mRNA 3'-end processing	Null mutant is inviable	YGL044C	S0003012
RNH1		ribonuclease H	ribonuclease H		YMR234W	S0004847
RNH35		RNase H(35), a 35 kDa ribonuclease H		Null mutant is viable but shows 75% reduction of RNase H activity in cell extracts	YNL072W	S0005016
RNH70	REX1	RNase H(70), a 70 kDa ribonuclease H	ribonuclease H	Null mutant is viable.	YGR276C	S0003508
RNP1		ribonucleoprotein 1	RNA binding protein (putative)	Null mutant is viable	YLL046C	S0003969
RNQ1	[PIN(+)]	Rich in asparagine (N) and glutamine (Q)	transferable epigenetic modifier, forms a prion responsible for the [PIN(+)] phenotype		YCL028W	S0000533
RNR1	CRT7|RIR1|SDS12	ribonucleotide reductase	ribonucleotide reductase, large (R1) subunit	Null mutant is inviable	YER070W	S0000872
RNR2	CRT6	small subunit of ribonucleotide reductase	ribonucleotide reductase subunit|ribonucleotide reductase, small (R2) subunit	Null mutant is inviable	YJL026W	S0003563
RNR3	DIN1|RIR3	Ribonucleotide reductase (ribonucleoside-diphosphate reductase) large subunit	ribonucleotide reductase, large (R1) subunit	Null mutant is viable	YIL066C	S0001328
RNR4	CRT3	ribonucleotide reductase, small subunit (alt)	ribonucleotide reductase, small (R2) subunit	Null mutant is inviable in the W303 strain background, but viable and sick in another (Wang et al.[1997] Mol. Cell Biol.17:6114-6121).  An rnr4 mutant is resistant to 40 ug/ml benomyl, supersensitive to hydroxyurea (HU)[dead at 0.005M HU], and cold sensitive [cells arrest at 14 deg. C. with a large bud and short mitotic spindle].	YGR180C	S0003412
RNT1		Ribonuclease III	ribonuclease III	Null mutant is viable, but very sick (Abou Elela and Ares 1998, Chanfreau et al 1998).	YMR239C	S0004852
RNY1		RiboNuclease from Yeast	ribonuclease, T2 family		YPL123C	S0006044
ROC2				roc2 mutants exhibit decreased expression of Ty1		L0004691
ROD1		Resistance to o-dinitrobenzene, calcium, and zinc		Null mutant is viable but is hypersensitive to o-dinitrobenzene, calcium, and zinc	YOR018W	S0005544
ROG1		Hypothetical ORF			YGL144C	S0003112
ROK1		contains domains found in the DEAD protein family of ATP-dependent RNA helicases; high-copy suppressor of kem1 null mutant		Null mutant is inviable. Depletion of Rok1p inhibits pre-rRNA processing at sites A0, A1, and A2, thereby blocking 18S rRNA synthesis.	YGL171W	S0003139
ROM1	SKC1	Gdp-GTP Exchange Protein (GEP) for the Rho1p Small GTP-binding Protein		Synthetically lethal with ROM2 (growth arrest with small bud and cell lysis)	YGR070W	S0003302
ROM2		Gdp-GTP Exchange Protein (GEP) for the Rho1p Small GTP-binding Protein; high copy suppressor of cik1 and kar3 deletion mutants.		Null mutant is viable but shows temperature- and cold-sensitive growth defects at 37 and 11 degrees, increased sensitivity to benomyl, and elongated buds and abnormal mating projections at the permissive temperature; synthetically lethal with rom1	YLR371W	S0004363
ROS2				ros2 bar1 double mutant suppresses sterility of ste4 mutants		L0004173
ROS3				ros3 bar1 double mutant suppresses ste4 sterility		L0001660
ROT1		Reversal of tor2 lethality	membrane protein (putative)	Null mutant is inviable; rot1 mutations can suppress tor2 mutations; synthetically lethal with rot2	YMR200W	S0004813
ROT2	GLS2	Reversal of tor2 lethality. Involved in Beta-1,6-glucan synthesis.	glucosidase II	Null mutant is inviable; rot2 mutations can suppress tor2 mutations; synthetically lethal with rot1	YBR229C	S0000433
ROX1	REO1	The ROX1 gene encodes a heme-induced repressor of hypoxic genes in yeast.	HMG-domain site-specific DNA binding protein.	The null mutant is viable but misexpresses several heme-regulated genes.	YPR065W	S0006269
ROX3	NUT3|SSN7	RNA polymerase II holoenzyme/mediator subunit	RNA polymerase II holoenzyme/mediator subunit	Null mutant is inviable	YBL093C	S0000189
RPA12	RRN4	A12.2 subunit of RNA polymerase I	RNA polymerase I A12.2 subunit	Null mutant is viable but is temperature sensitive; synthetically lethal with RPA14	YJR063W	S0003824
RPA135	RPA2|RRN2|SRP3	135 kDa subunit of RNA polymerase I	RNA polymerase I subunit	suppression of rpb1, cold sensitive	YPR010C	S0006214
RPA14		14 kDa subunit of RNA polymerase I	RNA polymerase I subunit	Null mutant is viable but is temperature sensitive	YDR156W	S0002563
RPA190	RRN1	alpha (190 kDa) subunit of RNA polymerase I	RNA polymerase I subunit	Null mutant is inviable	YOR341W	S0005868
RPA34		RNA polymerase I subunit, not shared (A34.5)		Null mutant is viable but its RNA polymerase I lacks subunit A49 (rpa49p); synthetically lethal with RPA14; shows synthetic interactions with DNA topoisomerase I (TPO1)	YJL148W	S0003684
RPA43		DNA-dependent RNA polymerase I subunit A43	DNA dependent RNA polymerase I subunit A43	Null mutant is inviable	YOR340C	S0005867
RPA49		49-kDa alpha subunit of RNA polymerase A	RNA polymerase A 49 kDa alpha subunit	Null mutant is viable but grows slowly and is temperature or cold sensitive; synthetically lethal with RPA14	YNL248C	S0005192
RPB10		RNA polymerase II subunit	RNA polymerase II core subunit	Null mutant is inviable	YOR210W	S0005736
RPB11		RNA polymerase II subunit, homologous to S. pombe Rpb11p subunit	RNA polymerase II core subunit	Null mutant is inviable	YOL005C	S0005365
RPB2	RPB150|RPO22|SIT2|SOH2	second largest subunit of RNA polymerase II		Null mutant is inviable	YOR151C	S0005677
RPB3		45 kDa subunit of RNA polymerase II	RNA polymerase II 45 kDa subunit	Null mutant is inviable; rpb3(ts) mutants at restrictive temperature exhibit no assembly of RNA polymerase II	YIL021W	S0001283
RPB4	CTF15	fourth-largest subunit of RNA polymerase II	RNA polymerase II fourth largest subunit	Null mutant is viable, rbp4 mutants are heat and cold sensitive, exhibit slow growth at intermediate temperatures	YJL140W	S0003676
